fishing gear;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/4cecd598-8b8c-44e8-a181-72ec692923bc&language=en
develop measuring equipment;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/1e887ec5-cc41-4517-b3b2-0805ab4293c0&language=en
manage logistics;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/953c0b65-537a-42fe-a90b-26cd36c64361&language=en
operate shuttle car;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/b25af02e-40c8-4cc2-8b90-51f109a00a3b&language=en
develop puppet shows;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/b3f7446b-01b6-4fd4-b7dd-b89e6110288d&language=en
use obstetric sonography;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/ea57d35d-cdb2-42cf-a2aa-1b23ae39be32&language=en
provide anger management counselling;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/da342b33-736f-4024-9c4e-590e10850312&language=en
monitor the use of resources in production;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/6c6da46c-c939-488c-8055-006b11d4ed1a&language=en
define brand identity;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/754690ad-6207-4e1c-9df7-9a2b58afa587&language=en
supply chain principles;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/cf579543-272b-43c8-b942-555836ae4241&language=en
dairy manufacturing specifications;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/c299e8b0-5b02-4119-a49b-65143da23e90&language=en
types of wine;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/30385f84-3f06-4f5b-b93f-e34997013a8b&language=en
landscape architecture;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/4c598891-db23-4b7c-9b39-233ba8eaf848&language=en
create definitions;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/f0fc8821-3b60-487d-9905-6228842ba259&language=en
read pre-drafted texts;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/ccf87541-680c-4943-914f-58bb61358266&language=en
safety regulations for warehouses;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/519b3949-b711-4a08-a395-a4bd068f9fa2&language=en
aircraft marshalling signals;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/af426cea-4cce-481d-87eb-9b1f075c7063&language=en
civil engineering;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/82887396-e5bf-4306-af51-3fe8d82790b2&language=en
monitor organisation climate;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/e4a7d2be-9cdd-43c6-ab43-8060fe5ad5c8&language=en
apply wallpaper paste;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/e99fb195-c850-466d-8e31-b32ead0c646d&language=en
paediatrics;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/8671290a-ab17-42c2-9114-adcb741e7257&language=en
podiatric diseases;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/511baf74-fc73-4425-81d9-9c4a7b6207f8&language=en
advise on soil and water protection;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/3e25fd3e-2bcd-4320-9587-0aadf7fb93b1&language=en
empathise with the healthcare user;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/2475cd27-8d6c-4318-a364-21395b23acba&language=en
grade foods;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/635b2af3-453e-45af-9a35-60d90641d5ed&language=en
process incident reports for prevention;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/32ac6bfb-8b86-4312-9421-dcb8e0203ab5&language=en
hair cutting techniques;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/03d8e93a-861a-45d3-a2d6-80781d6af1c9&language=en
stir cement mixture;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/71f300f0-9c5d-4043-b57a-223fa00d8b1e&language=en
mark processed workpiece;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/8ee056cf-c4f7-46bb-a9fb-1ff7b1ab9534&language=en
apply 3D imaging techniques;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/1859883d-c047-4fe1-8e74-7bb4385d6ad2&language=en
assess seizable goods;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/c135fe47-dbc1-4acc-a7ac-5818a29e74f1&language=en
solder components onto electronic board;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/190b7060-79fa-4450-9a3d-c4ce63b0fa4d&language=en
write manuals;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/cbd9cd0f-6c22-4bbc-8af2-dc9c7f5efcb5&language=en
electroform;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/9bc55018-2d45-45c7-a2e0-d60bfbc5c059&language=en
work to develop physical ability to perform at the highest level in sport;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/f504dee7-f68d-4d1b-8707-cda82f0f1d6c&language=en
follow verbal instructions;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/fc511e12-fe90-40a0-bec8-227abb5e4255&language=en
anaesthetics;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/f8f89b7f-901c-462e-bc6d-f7d2ba68f92e&language=en
regulations for hygiene in feeding animals;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/6cdbf449-156a-4c7a-8011-197a485f83aa&language=en
hotel operations;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/c76067d8-084b-4ca1-bc21-223a5caf7eea&language=en
coordinate patrols;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/af43a17b-8ac2-4cff-8318-42701317daa7&language=en
demolish selectively;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/3bf93cf6-2b6f-46ad-b0ba-3b161379bac1&language=en
cook seafood;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/4cca4ccf-b956-4561-af8e-151b66af9631&language=en
monitor the identification of animals;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/2c1683df-c037-4bdc-b008-3a8db0665cc8&language=en
carry out preventative internal medicine interventions;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/8aa4eb46-b5d7-454a-875d-9c12719007ce&language=en
pyrotechnic articles legislation;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/5ed83764-c32f-402d-b5b3-168cddfbe4c5&language=en
furniture care products;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/98d019f2-c6b5-4d6a-b28f-8a15c4d6cf61&language=en
weigh merchandise;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/81eacdc3-5f23-4236-b936-2e578b7e936c&language=en
manage the fleet according to planned operations;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/efc49485-b24b-46d5-825c-d9d80864c8da&language=en
provide radio services in emergencies;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/b4e083dd-e532-4bd5-870a-3815f8c94950&language=en
organise creative performance;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/e927ab40-a135-4a7a-9dfc-b57132741281&language=en
arrange audio-visual products in classification order;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/a1df7062-3353-4888-9be0-edbbb7fcbbec&language=en
tend grinding mill machine;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/f847cac9-d3a9-48ff-968c-3ad579ba6f44&language=en
study relationships between characters;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/a599d221-3c0f-479b-a032-2d744435df67&language=en
chemical processes;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/74aa00bc-db99-4984-8817-7df2ca954ea1&language=en
provide pipe bedding;https://ec.europa.eu/esco/api/resource/skill?uri=http://data.europa.eu/esco/skill/2d82ef7d-788f-4ee5-a5dc-2c43a2006fe0&language=en
